r_hat,r1_hat,r2_hat,u_hat,t1_hat,t2_hat,t_hat,m1,m2,m1_obs,m2_obs,gamma,alpha1c,alpha2c,beta1c,beta2c,M1,M2,cells[0],cells[1],cells[2],WBC1[0],WBC1[1],WBC1[2]
0.070487,0.087486,0.140658,1.089605,28.951193,58.969591,67.733876,38.000000,71.000000,44.000000,72.000000,1233.000000,0.449239,0.043524,0.479781,0.134632,18932.000000,101982.000000,39323.000000,48929.000000,13730.000000,9603.000000,8505.000000,824.000000
0.069924,0.091590,0.138673,0.843823,49.521031,81.670018,76.810931,49.000000,71.000000,51.000000,75.000000,815.000000,0.581366,0.151964,0.508218,0.340641,17366.000000,124063.000000,18751.000000,63051.000000,42261.000000,4631.000000,10096.000000,2639.000000
0.070157,0.090469,0.139870,0.916436,39.140985,69.233319,81.207164,40.000000,69.000000,46.000000,70.000000,809.000000,0.116913,0.344864,0.083408,0.660808,15148.000000,129664.000000,33166.000000,10815.000000,85683.000000,8153.000000,1771.000000,5224.000000
0.068935,0.089683,0.139631,0.904776,62.901177,77.942249,69.606173,42.000000,62.000000,67.000000,77.000000,1158.000000,0.033533,0.032668,0.045384,0.120056,31193.000000,138552.000000,115630.000000,6288.000000,16634.000000,29128.000000,1046.000000,1019.000000
0.069303,0.091041,0.138574,0.944506,55.717502,67.955226,84.385098,40.000000,69.000000,63.000000,71.000000,1018.000000,0.005074,0.156516,0.005325,0.425012,47893.000000,281884.000000,160579.000000,1501.000000,119804.000000,40154.000000,243.000000,7496.000000
0.071064,0.090452,0.139169,0.896171,26.883559,57.534247,82.078757,32.000000,55.000000,34.000000,58.000000,767.000000,0.128713,0.393948,0.086018,0.697515,14342.000000,131008.000000,28359.000000,11269.000000,91380.000000,6846.000000,1846.000000,5650.000000
0.069437,0.088507,0.143033,0.952890,39.074552,72.765977,67.313252,44.000000,74.000000,48.000000,76.000000,1224.000000,0.061865,0.021291,0.082339,0.084327,40815.000000,180060.000000,150050.000000,14826.000000,15184.000000,37421.000000,2525.000000,869.000000
0.069523,0.080491,0.140304,1.115803,36.868132,58.296353,67.362165,44.000000,72.000000,55.000000,73.000000,1470.000000,0.011692,0.017291,0.013777,0.067393,44475.000000,188788.000000,173464.000000,2601.000000,12723.000000,43186.000000,520.000000,769.000000
0.070280,0.091542,0.138059,0.873803,18.831062,60.277639,59.935262,24.000000,53.000000,26.000000,59.000000,1118.000000,0.137094,0.004931,0.192987,0.017599,50294.000000,222911.000000,175969.000000,43019.000000,3923.000000,43151.000000,6895.000000,248.000000
0.068684,0.091488,0.141818,0.947655,31.279131,77.367667,65.484018,39.000000,73.000000,40.000000,80.000000,1219.000000,0.112786,0.015142,0.159550,0.058611,41805.000000,184181.000000,144000.000000,29386.000000,10795.000000,36457.000000,4715.000000,633.000000
0.070628,0.089888,0.143071,0.959753,23.258884,86.784641,54.928096,32.000000,66.000000,33.000000,90.000000,1266.000000,0.044158,0.002775,0.063030,0.011475,53331.000000,225527.000000,208724.000000,14215.000000,2588.000000,50828.000000,2355.000000,148.000000
0.067362,0.093375,0.143462,1.249196,38.922422,75.482571,52.169546,55.000000,80.000000,62.000000,103.000000,1351.000000,0.540783,0.041191,0.599930,0.124432,2452.000000,14305.000000,3943.000000,8582.000000,1780.000000,1025.000000,1326.000000,101.000000
0.069887,0.091320,0.140053,1.171135,29.181566,51.777075,71.940743,46.000000,68.000000,47.000000,69.000000,1339.000000,0.205271,0.066029,0.240106,0.204691,21854.000000,116053.000000,64433.000000,27865.000000,23755.000000,15925.000000,4486.000000,1443.000000
0.068811,0.092376,0.139600,0.826286,55.737643,88.445226,83.466775,41.000000,75.000000,55.000000,79.000000,926.000000,0.049297,0.115673,0.056797,0.342696,60896.000000,335318.000000,201361.000000,19045.000000,114912.000000,50850.000000,3002.000000,7044.000000
0.069360,0.089532,0.138742,0.821382,43.616564,91.406643,70.534177,41.000000,72.000000,45.000000,81.000000,1064.000000,0.056631,0.019925,0.077916,0.073350,55659.000000,242454.000000,205779.000000,18891.000000,17784.000000,51398.000000,3152.000000,1109.000000
0.070259,0.092681,0.133615,1.118764,37.477888,64.917098,63.905909,50.000000,74.000000,54.000000,81.000000,1389.000000,0.114824,0.029564,0.157667,0.092049,11940.000000,55503.000000,41643.000000,8751.000000,5109.000000,10216.000000,1371.000000,353.000000
0.071408,0.087015,0.135754,1.027381,42.041904,88.021885,61.347771,51.000000,87.000000,55.000000,98.000000,1222.000000,0.339793,0.024927,0.390204,0.075874,10992.000000,54551.000000,29126.000000,21286.000000,4139.000000,6983.000000,3735.000000,274.000000
0.066454,0.091706,0.139377,0.900286,35.747405,75.021352,78.679970,41.000000,71.000000,42.000000,74.000000,759.000000,0.631193,0.326404,0.419770,0.563212,10919.000000,102773.000000,1749.000000,43141.000000,57883.000000,463.000000,6892.000000,3564.000000
0.070086,0.089040,0.138678,0.982180,33.567349,56.932070,76.513552,35.000000,58.000000,44.000000,63.000000,1222.000000,0.019519,0.044947,0.024987,0.155274,56355.000000,261260.000000,214165.000000,6528.000000,40567.000000,52722.000000,1100.000000,2533.000000
0.070098,0.093753,0.140071,0.944331,52.870709,48.985143,73.849519,25.000000,46.000000,60.000000,53.000000,1191.000000,0.007801,0.036711,0.011211,0.133227,51402.000000,233249.000000,199559.000000,2615.000000,31075.000000,49114.000000,401.000000,1887.000000
0.069586,0.091922,0.138784,0.910189,46.252173,78.491033,77.739526,42.000000,73.000000,52.000000,78.000000,1118.000000,0.032669,0.053089,0.043381,0.179977,56904.000000,269401.000000,209228.000000,11687.000000,48486.000000,52024.000000,1859.000000,3021.000000
0.069881,0.093802,0.139680,0.998559,31.399829,63.943257,59.865046,41.000000,68.000000,42.000000,71.000000,1304.000000,0.066059,0.007281,0.100303,0.027674,35983.000000,154692.000000,134895.000000,15516.000000,4281.000000,33344.000000,2377.000000,262.000000
0.070451,0.088939,0.140088,0.931532,34.916847,71.227111,79.065592,42.000000,72.000000,43.000000,73.000000,1135.000000,0.064090,0.046748,0.079277,0.160837,83897.000000,401706.000000,305251.000000,31846.000000,64609.000000,74598.000000,5377.000000,3922.000000
0.069018,0.089577,0.143469,1.053804,31.538805,61.353731,67.921428,34.000000,69.000000,45.000000,72.000000,1095.000000,0.405016,0.106479,0.388801,0.300345,9091.000000,56808.000000,17659.000000,22087.000000,17062.000000,4441.000000,3682.000000,968.000000
0.069798,0.090197,0.139413,0.718001,76.656724,101.461918,82.754603,50.000000,72.000000,63.000000,78.000000,617.000000,0.053869,0.402773,0.036081,0.721907,15649.000000,141902.000000,34342.000000,5120.000000,102440.000000,8503.000000,843.000000,6303.000000
0.067089,0.087850,0.143003,0.858295,38.716358,87.380287,76.486776,40.000000,79.000000,43.000000,81.000000,727.000000,0.468160,0.334163,0.291579,0.627142,9642.000000,89715.000000,7292.000000,26159.000000,56264.000000,1906.000000,4514.000000,3222.000000
0.070512,0.090650,0.137104,0.972686,47.569127,70.840415,81.166295,41.000000,71.000000,57.000000,76.000000,842.000000,0.193251,0.388451,0.132680,0.675338,11291.000000,100791.000000,19350.000000,13373.000000,68068.000000,4723.000000,2182.000000,4386.000000
0.070172,0.078851,0.141664,1.044696,72.510134,59.946153,68.195987,39.000000,62.000000,89.000000,70.000000,1380.000000,0.005519,0.011604,0.006325,0.046710,79542.000000,335946.000000,318129.000000,2125.000000,15692.000000,78180.000000,439.000000,923.000000
0.070525,0.089895,0.141240,1.001172,56.796345,75.822706,67.639599,39.000000,78.000000,68.000000,83.000000,1318.000000,0.009354,0.009974,0.013308,0.039625,83815.000000,355660.000000,336834.000000,4733.000000,14093.000000,82195.000000,784.000000,836.000000
