r_hat,r1_hat,r2_hat,u_hat,t1_hat,t2_hat,tau1_hat,tau2_hat,m1,m2,m1_obs,m2_obs,gamma,alpha1,alpha2,beta1,beta2,M1,M2,cells[0],cells[1],cells[2],WBC1[0],WBC1[1],WBC1[2]
0.070012,0.089751,0.137996,0.851734,49.910028,73.764646,91.757674,54.542986,49.000000,67.000000,52.000000,69.000000,1091.000000,0.048109,0.023684,0.065390,0.084489,78406.000000,347240.000000,295196.000000,22706.000000,29338.000000,72777.000000,3772.000000,1857.000000
0.067851,0.084907,0.140235,1.047211,64.615787,59.713326,49.867617,59.502041,54.000000,67.000000,80.000000,70.000000,713.000000,0.016043,0.977912,0.005388,0.993169,4301.000000,69970.000000,101.000000,377.000000,69492.000000,26.000000,69.000000,4206.000000
0.071870,0.088235,0.141111,0.954192,48.403063,59.985862,78.276666,63.271830,45.000000,58.000000,57.000000,64.000000,718.000000,0.083626,0.631425,0.039689,0.862824,11946.000000,146994.000000,14330.000000,5834.000000,126830.000000,3404.000000,999.000000,7543.000000
0.070024,0.082867,0.139571,0.927099,86.088109,80.204475,64.866104,52.020130,51.000000,74.000000,91.000000,81.000000,1164.000000,0.006271,0.041313,0.007197,0.147373,34444.000000,157430.000000,133096.000000,1133.000000,23201.000000,32805.000000,216.000000,1423.000000
0.069636,0.083765,0.141780,0.949619,68.093982,80.350308,59.078901,44.388585,60.000000,82.000000,76.000000,83.000000,1237.000000,0.005707,0.021896,0.007057,0.086404,24708.000000,106696.000000,96724.000000,753.000000,9219.000000,24026.000000,141.000000,541.000000
0.069690,0.083842,0.141046,0.859065,45.111565,70.901860,78.084713,55.863381,43.000000,64.000000,49.000000,67.000000,1110.000000,0.006887,0.026106,0.008425,0.100261,101203.000000,442496.000000,394403.000000,3728.000000,44365.000000,97864.000000,697.000000,2642.000000
0.066276,0.092156,0.143771,1.207265,32.221409,61.794965,60.043769,53.640819,47.000000,76.000000,52.000000,83.000000,856.000000,0.084305,0.744752,0.037023,0.918238,3001.000000,43162.000000,1931.000000,1598.000000,39633.000000,513.000000,253.000000,2235.000000
0.069231,0.093372,0.140474,0.922250,44.589743,60.108163,78.960828,57.913608,47.000000,53.000000,51.000000,62.000000,822.000000,0.149175,0.319809,0.114998,0.632415,10672.000000,89593.000000,22630.000000,10303.000000,56660.000000,5667.000000,1592.000000,3413.000000
0.069195,0.093316,0.140827,0.953263,44.882209,68.429161,79.623486,49.465155,48.000000,62.000000,53.000000,72.000000,1193.000000,0.057950,0.036434,0.081481,0.132490,29094.000000,133761.000000,105140.000000,10899.000000,17722.000000,26348.000000,1686.000000,1060.000000
0.069840,0.094681,0.140691,0.963135,77.691708,62.456714,62.542130,59.923866,50.000000,66.000000,85.000000,67.000000,899.000000,0.022883,0.281350,0.019858,0.612769,16300.000000,124786.000000,45843.000000,2478.000000,76465.000000,11341.000000,373.000000,4586.000000
